@relation traffic_analysis
 
@attribute numPackSent numeric
@attribute numPackRec numeric
@attribute totalPackets numeric
@attribute numberAck numeric
@attribute headerBytesSent numeric
@attribute headerBytesRec numeric
@attribute totalHeaderBytes numeric
@attribute caplenSent numeric
@attribute caplenRec numeric
@attribute minPackLength numeric
@attribute maxPackLength numeric
@attribute avPackLength numeric
@attribute avPayload numeric
@attribute payloadSent numeric
@attribute payloadRec numeric
@attribute totalPayload numeric
@attribute totalSize numeric
@attribute class {TOR,SSH,SSLWEB,SSLp2p,SCP,SKYPE}
 
@data
1057,1051,2108,21,8576,8540,17116,136701,128233,334,622,438.0,83.0,92187,83899,176086,923430,SKYPE
1054,1050,2104,31,8636,8568,17204,141181,148376,334,600,450.0,95.0,96709,104042,200751,947925,SKYPE
40,36,76,73,844,720,1564,4030,4779,334,952,409.0,59.0,1826,2724,4550,31145,TOR
1108,1089,2197,49,9176,9000,18176,141123,151335,334,1826,445.0,90.0,94235,105174,199409,978434,SKYPE
667,524,1191,1160,13984,11744,25728,420481,39778,334,1814,684.0,329.0,383819,8567,392386,815755,SSLp2p
25,25,50,50,800,800,1600,2386,4898,346,1794,425.0,79.0,736,3248,3984,21284,SSH
37,37,74,73,1192,1192,2384,4014,7302,346,1794,432.0,86.0,1564,4852,6416,32036,SSH
1091,1052,2143,21,8860,8536,17396,149066,143814,334,896,449.0,94.0,102752,99454,202206,963192,SKYPE
33,34,67,66,1064,1096,2160,3622,6160,346,1626,426.0,79.0,1436,3908,5344,28542,SSH
576,528,1104,1066,12344,12756,25100,356442,45826,334,1814,662.0,306.0,324514,14012,338526,731196,SSLp2p
1093,1080,2173,34,8984,8808,17792,152275,142369,334,1505,447.0,93.0,106129,96783,202912,972940,SKYPE
48,50,98,96,1108,1184,2292,4777,3741,334,821,385.0,28.0,2037,753,2790,37750,TOR
65,71,136,135,1416,1588,3004,5913,6050,334,839,385.0,30.0,2287,1890,4177,52475,TOR
1054,1052,2106,24,8588,8548,17136,152995,141809,334,1647,452.0,97.0,108571,97429,206000,953860,SKYPE
21,21,42,42,672,672,1344,1978,2538,346,474,387.0,41.0,592,1152,1744,16276,SSH
36,36,72,71,1160,1160,2320,3948,6844,346,1418,429.0,83.0,1564,4460,6024,30952,SSH
1067,1064,2131,25,8704,8644,17348,148520,135816,334,1647,446.0,91.0,103538,90854,194392,951480,SKYPE
169,133,302,257,4300,3236,7536,20059,14709,334,1498,410.0,55.0,10013,6726,16739,123968,TOR
1087,1072,2159,59,9128,8988,18116,149776,154804,334,1858,453.0,98.0,103610,109274,212884,978636,SKYPE
926,689,1615,1582,19928,16788,36716,638440,55219,334,1814,727.0,371.0,587028,12884,599912,1174691,SSLp2p
33,33,66,65,1064,1064,2128,3686,6246,346,1418,430.0,84.0,1500,4060,5560,28412,SSH
1952,1163,3115,3098,40860,28080,68940,1705086,80348,334,1814,873.0,515.0,1597858,8309,1606167,2721506,SSLp2p
20,20,40,40,640,640,1280,1928,4072,346,1418,430.0,84.0,608,2752,3360,17200,SSH
719,1099,1818,1818,23008,45208,68216,2556318,83486,346,7506,1732.0,1380.0,2508864,912,2509776,3148844,SCP
46,46,92,90,1488,1488,2976,5380,9140,346,1794,437.0,91.0,2328,6088,8416,40280,SSH
21,21,42,42,672,672,1344,1994,2682,346,554,391.0,45.0,608,1296,1904,16436,SSH
1071,1029,2100,28,8748,8388,17136,143154,151841,334,896,453.0,98.0,97732,108405,206137,951507,SKYPE
1091,1089,2180,29,8908,8880,17788,144322,148898,334,1647,447.0,92.0,98300,102920,201220,975076,SKYPE
330,293,623,594,7064,6384,13448,142875,23077,334,1814,560.0,209.0,124591,5801,130392,349288,SSLp2p
935,1507,2442,2442,38120,48224,86344,70678,2251758,346,1778,1231.0,881.0,768,2152296,2153064,3006196,SCP
1036,1029,2065,30,8480,8400,16880,127445,130185,334,1648,437.0,82.0,83741,86726,170467,903574,SKYPE
1056,1057,2113,32,8628,8660,17288,136802,140731,334,536,443.0,89.0,92250,96057,188307,937621,SKYPE
1064,1059,2123,24,8668,8604,17272,156935,135746,334,1648,450.0,95.0,112091,91072,203163,956721,SKYPE
50,51,101,99,1616,1648,3264,5676,16694,346,1794,501.0,155.0,2360,13312,15672,50650,SSH
77,82,159,151,1840,1940,3780,6231,6001,334,838,374.0,18.0,1773,1121,2894,59472,TOR
23,23,46,46,736,736,1472,2286,2734,346,554,389.0,43.0,768,1216,1984,17900,SSH
34,40,74,72,716,824,1540,3226,3184,334,739,386.0,30.0,1354,935,2289,28570,TOR
1044,1043,2087,29,8520,8524,17044,140344,142892,334,519,448.0,93.0,96328,98835,195163,935212,SKYPE
39,39,78,77,1256,1256,2512,4082,14498,346,1794,518.0,172.0,1500,11916,13416,40420,SSH
3369,5560,8929,8844,78476,122464,200940,397841,6974371,334,1814,1125.0,768.0,204819,6661222,6866041,10046764,SSLp2p
1044,1043,2087,2,8376,8356,16732,160287,134662,340,532,454.0,99.0,116415,90809,207224,948301,SKYPE
1095,1081,2176,43,9060,8876,17936,135090,159755,334,1826,447.0,93.0,88800,114013,202813,974717,SKYPE
476,404,880,857,10024,9628,19652,234612,38084,334,1814,606.0,252.0,208404,13838,222242,533976,SSLp2p
941,1508,2449,2449,37940,48256,86196,70750,2253256,346,1778,1228.0,879.0,816,2153728,2154544,3009726,SCP
113,138,251,230,2976,3496,6472,16083,15897,334,1766,418.0,66.0,9265,7457,16722,105012,SSLp2p
98,84,182,174,3056,2504,5560,14047,9066,334,1621,425.0,62.0,7659,3634,11293,77369,TOR
643,1030,1673,1673,20576,39800,60376,2571350,75732,346,7506,1862.0,1512.0,2528912,912,2529824,3115522,SCP
667,507,1174,1151,14532,11944,26476,423225,40111,334,1814,691.0,336.0,386015,9373,395388,812152,SSLp2p
36,36,72,71,1160,1160,2320,3964,7884,346,1794,444.0,98.0,1580,5500,7080,32008,SSH
170,276,446,446,7020,8832,15852,12896,409152,346,1778,1226.0,876.0,96,390936,391032,546928,SCP
15,17,32,32,312,340,652,1639,1461,334,739,396.0,40.0,817,493,1310,12700,TOR
34,35,69,68,1096,1128,2224,3688,6938,346,1794,434.0,87.0,1436,4620,6056,29946,SSH
36,36,72,71,1160,1160,2320,3948,5364,346,1042,409.0,63.0,1564,2980,4544,29472,SSH
31,30,61,61,992,960,1952,2766,16044,346,1794,588.0,242.0,720,14064,14784,35890,SSH
24,24,48,48,768,768,1536,2320,2864,346,554,388.0,42.0,736,1280,2016,18624,SSH
771,1143,1914,1914,24672,49148,73820,2538270,88874,346,7506,1652.0,1300.0,2487384,864,2488248,3163064,SCP
21,21,42,42,672,672,1344,1994,2538,346,506,387.0,41.0,608,1152,1760,16292,SSH
11,12,23,23,220,240,460,1863,1170,334,818,431.0,76.0,1269,487,1756,9921,TOR
29,30,59,58,936,968,1904,3310,4272,346,1042,408.0,62.0,1388,2284,3672,24102,SSH
33,33,66,65,1064,1064,2128,3702,4846,346,1042,409.0,63.0,1516,2660,4176,27028,SSH
1052,1048,2100,52,8752,8708,17460,125210,121963,334,915,429.0,75.0,80670,77489,158159,902501,SKYPE
1050,1043,2093,33,8628,8548,17176,134763,145748,334,915,446.0,91.0,90435,101664,192099,933975,SKYPE
47,47,94,92,1520,1520,3040,5494,7766,346,1042,421.0,74.0,2376,4648,7024,39580,SSH
33,33,66,65,1064,1064,2128,3782,4662,346,1042,407.0,61.0,1596,2476,4072,26924,SSH
371,350,721,699,7948,7896,15844,168224,28252,334,1814,568.0,215.0,147662,7564,155226,409844,SSLp2p
962,1509,2471,2471,39260,48288,87548,72736,2253322,346,1778,1221.0,871.0,768,2153728,2154496,3017938,SCP
28,28,56,56,896,896,1792,2600,12472,346,1794,549.0,203.0,752,10624,11376,30752,SSH
35,34,69,68,1128,1096,2224,3882,4984,346,1042,408.0,62.0,1564,2732,4296,28186,SSH
25,25,50,50,800,800,1600,2386,6274,346,1794,453.0,107.0,736,4624,5360,22660,SSH
45,49,94,94,972,1052,2024,3676,3659,334,739,377.0,21.0,1174,815,1989,35511,TOR
695,580,1275,1240,18724,16840,35564,447244,47916,334,1814,684.0,325.0,404890,10481,415371,873280,SSLp2p
72,80,152,148,1488,1648,3136,11213,13398,334,1782,446.0,105.0,7277,8727,16004,67811,TOR
1047,1047,2094,8,8436,8424,16860,120298,131079,334,1713,432.0,77.0,76264,87008,163272,906241,SKYPE
41,52,93,91,844,1064,1908,4039,33961,334,1846,706.0,353.0,1801,31038,32839,65672,TOR
31,30,61,60,844,816,1660,3067,2385,334,820,387.0,27.0,1169,517,1686,23652,TOR
1068,1062,2130,50,8844,8796,17640,127969,133652,334,1505,435.0,80.0,82813,88621,171434,926661,SKYPE
712,1095,1807,1807,22784,45040,67824,2535808,83182,346,7506,1729.0,1377.0,2488816,912,2489728,3124950,SCP
1051,1043,2094,18,8528,8440,16968,153803,128606,334,512,447.0,92.0,109541,84654,194195,936505,SKYPE
16,16,32,32,380,344,724,2157,1344,334,819,406.0,51.0,1233,412,1645,13005,TOR
1075,1065,2140,27,8792,8652,17444,133403,153571,334,630,446.0,91.0,88061,108623,196684,955806,SKYPE
1077,1074,2151,24,8772,8724,17496,147505,147645,334,1647,450.0,95.0,102115,102341,204456,968950,SKYPE
10,10,20,20,212,200,412,1801,982,334,819,439.0,83.0,1249,411,1660,8799,TOR
36,36,72,71,1160,1160,2320,3932,8292,346,1418,449.0,103.0,1548,5908,7456,32384,SSH
24,24,48,48,768,768,1536,2304,2816,346,554,386.0,40.0,720,1232,1952,18560,SSH
36,36,72,71,1160,1160,2320,3948,6540,346,1626,425.0,79.0,1564,4156,5720,30648,SSH
1066,1057,2123,28,8708,8612,17320,131056,153254,334,525,446.0,91.0,86104,108632,194736,948318,SKYPE
36,37,73,72,1160,1192,2352,3916,5310,346,1042,406.0,60.0,1532,2860,4392,29666,SSH
32,29,61,60,652,592,1244,2877,2387,334,739,385.0,30.0,1137,734,1871,23528,TOR
50,50,100,98,1616,1616,3232,5644,16604,346,1794,502.0,156.0,2328,13288,15616,50248,SSH
14,13,27,26,292,260,552,2071,1253,334,818,422.0,67.0,1303,516,1819,11396,TOR
55,56,111,105,1192,1168,2360,7196,4818,334,1464,407.0,51.0,4134,1613,5747,45238,TOR
38,48,86,84,796,984,1780,4286,35892,334,1846,763.0,411.0,2198,33207,35405,65634,TOR
36,36,72,71,1160,1160,2320,3948,5188,346,1042,406.0,60.0,1564,2804,4368,29296,SSH
25,25,50,50,800,800,1600,2258,11890,346,1794,562.0,216.0,608,10240,10848,28148,SSH
643,505,1148,1125,16108,15156,31264,520802,39815,334,1814,785.0,426.0,482832,6583,489415,901993,SSLp2p
1078,1075,2153,25,8780,8744,17524,149896,139704,334,1505,446.0,92.0,104464,94346,198810,961976,SKYPE
1068,1065,2133,28,8724,8676,17400,153467,134514,334,600,447.0,92.0,108431,89450,197881,955397,SKYPE
708,1091,1799,1799,22656,44792,67448,2548432,82798,346,7506,1742.0,1391.0,2501704,912,2502616,3134950,SCP
44,46,90,88,1424,1488,2912,5280,8556,346,1418,433.0,87.0,2360,5504,7864,39036,SSH
72,90,162,149,2192,2736,4928,18980,11027,334,2499,480.0,120.0,14340,5165,19505,77799,TOR
22,22,44,44,704,704,1408,2044,5788,346,1794,458.0,112.0,592,4336,4928,20152,SSH
19,21,40,39,472,540,1012,2147,1726,334,818,395.0,36.0,1029,437,1466,15809,TOR
775,1142,1917,1917,24800,48592,73392,2552854,88332,346,7506,1657.0,1305.0,2501704,912,2502616,3177946,SCP
76,85,161,156,1684,1856,3540,9137,8448,334,1628,407.0,51.0,4869,3498,8367,65609,TOR
705,1089,1794,1794,22560,44616,67176,2553962,82506,346,7506,1749.0,1398.0,2507432,864,2508296,3138788,SCP
27,27,54,54,864,864,1728,2374,12374,346,1794,553.0,207.0,592,10592,11184,29868,SSH
45,46,91,89,1456,1488,2944,5346,7212,346,1042,418.0,71.0,2360,4160,6520,38038,SSH
387,388,775,748,8336,8972,17308,194023,34476,334,1814,592.0,237.0,172529,11479,184008,459099,SSLp2p
72,84,156,152,1988,2284,4272,6401,12035,334,1782,415.0,56.0,1965,6815,8780,64772,TOR
951,1511,2462,2462,39192,48352,87544,72294,2254886,346,1778,1225.0,875.0,768,2155160,2155928,3016540,SCP
35,35,70,69,1128,1128,2256,3882,4954,346,1042,406.0,60.0,1564,2636,4200,28436,SSH
52,58,110,108,1076,1184,2260,5098,5169,334,914,391.0,37.0,2254,1860,4114,43115,TOR
18,20,38,38,372,400,772,4777,3714,334,952,520.0,167.0,3793,2564,6357,19771,TOR
35,39,74,71,784,856,1640,3921,3033,334,822,389.0,36.0,1947,738,2685,28794,TOR
43,35,78,74,952,748,1700,3677,7319,334,1782,433.0,84.0,1263,5312,6575,33828,TOR
340,290,630,606,7136,6108,13244,155319,23776,334,1718,580.0,227.0,136623,6907,143530,365991,SSLp2p
55,63,118,117,1264,1484,2748,4747,4943,334,739,380.0,23.0,1613,1218,2831,44938,TOR
357,299,656,638,7536,6960,14496,203672,23934,334,1766,643.0,289.0,183998,6078,190076,422326,SSLp2p
483,397,880,866,10080,8612,18692,291889,30753,334,1814,665.0,310.0,265387,7467,272854,585874,SSLp2p
36,36,72,71,1160,1160,2320,3948,6812,346,1418,429.0,83.0,1564,4428,5992,30920,SSH
45,45,90,88,1456,1456,2912,5298,8674,346,1418,435.0,88.0,2312,5688,8000,39172,SSH
116,133,249,245,2768,3196,5964,9122,9679,334,816,373.0,16.0,2410,1706,4116,93033,TOR
14,14,28,28,292,280,572,2470,1226,334,818,432.0,76.0,1702,428,2130,12112,TOR
24,24,48,48,768,768,1536,2320,4480,346,1418,421.0,75.0,736,2896,3632,20240,SSH
21,23,44,43,444,472,916,3166,6718,334,1782,517.0,168.0,2008,5412,7420,22780,TOR
314,272,586,565,8096,7656,15752,195418,35740,334,1802,690.0,332.0,176646,18270,194916,404614,SSLp2p
1040,1036,2076,29,8512,8444,16956,128177,137005,334,622,440.0,85.0,84305,93263,177568,914238,SKYPE
34,34,68,67,1096,1096,2192,3688,7816,346,1794,449.0,102.0,1436,5564,7000,30544,SSH
1077,1067,2144,26,8784,8680,17464,131154,142909,334,1648,440.0,85.0,85672,97891,183563,944879,SKYPE
1047,1034,2081,26,8568,8392,16960,128372,142938,334,1647,443.0,88.0,84206,99338,183544,922246,SKYPE
37,37,74,73,1192,1192,2384,3998,8022,346,1794,442.0,96.0,1548,5572,7120,32740,SSH
23,24,47,46,496,492,988,3417,3912,334,1201,452.0,99.0,2139,2539,4678,21257,TOR
1060,1059,2119,21,8612,8592,17204,122126,128035,334,622,430.0,75.0,77474,83381,160855,913209,SKYPE
35,35,70,69,1128,1128,2256,3882,5242,346,1042,410.0,64.0,1564,2924,4488,28724,SSH
36,36,72,71,1160,1160,2320,3932,6748,346,1418,428.0,82.0,1548,4364,5912,30840,SSH
90,109,199,196,2380,2912,5292,10138,9766,334,1111,398.0,38.0,4698,3002,7700,79304,TOR
1077,1075,2152,55,8940,8964,17904,150549,158771,334,1828,455.0,101.0,104991,113175,218166,980712,SKYPE
30,32,62,61,968,1032,2000,3360,7996,346,1794,463.0,116.0,1372,5876,7248,28716,SSH
612,1016,1628,1628,19584,38820,58404,2559280,74276,346,7506,1897.0,1547.0,2518888,912,2519800,3089396,SCP
1035,1030,2065,20,8424,8336,16760,134059,144655,334,622,447.0,92.0,90445,101249,191694,923730,SKYPE
36,36,72,71,1160,1160,2320,3948,5188,346,1042,406.0,60.0,1564,2804,4368,29296,SSH
32,32,64,63,1032,1032,2064,3620,4844,346,1042,412.0,66.0,1500,2724,4224,26384,SSH
16,14,30,30,320,280,600,2162,1771,334,818,430.0,76.0,1298,985,2283,12909,TOR
1054,1047,2101,12,8516,8436,16952,153421,138073,334,630,451.0,96.0,109069,93997,203066,947774,SKYPE
162,160,322,309,3760,3560,7320,59651,19921,334,1814,541.0,188.0,50383,10433,60816,174468,SSLp2p
448,403,851,826,9592,9924,19516,238461,33771,334,1766,616.0,262.0,213637,9349,222986,524432,SSLp2p
19,19,38,38,608,608,1216,1862,2262,346,538,388.0,42.0,608,1008,1616,14764,SSH
954,1513,2467,2467,39256,48416,87672,72508,2253586,346,1778,1222.0,873.0,816,2153728,2154544,3016854,SCP
24,24,48,44,536,484,1020,2453,2061,334,818,388.0,37.0,1101,677,1778,18658,TOR
36,36,72,71,1160,1160,2320,3948,5300,346,1042,408.0,62.0,1564,2916,4480,29408,SSH
619,523,1142,1114,13660,12592,26252,408833,43483,334,1814,694.0,337.0,374127,11758,385885,793580,SSLp2p
176,312,488,487,3544,6264,9808,26724,394338,334,1814,1164.0,808.0,17196,377328,394524,568454,TOR
30,30,60,60,960,960,1920,2684,12460,346,1794,532.0,186.0,704,10480,11184,31944,SSH
42,42,84,83,1352,1352,2704,4344,14928,346,1794,509.0,163.0,1564,12148,13712,42792,SSH
21,18,39,39,420,360,780,2905,2947,334,1191,446.0,94.0,1771,1929,3700,17412,TOR
21,21,42,42,672,672,1344,1962,2650,346,666,389.0,43.0,576,1264,1840,16372,SSH
33,34,67,66,1064,1096,2160,3702,6304,346,1418,429.0,83.0,1516,4052,5568,28766,SSH
32,32,64,63,1032,1032,2064,3540,6292,346,1418,433.0,87.0,1420,4172,5592,27752,SSH
53,59,112,110,1212,1348,2560,4707,4259,334,895,378.0,21.0,1693,764,2457,42342,TOR
1024,1021,2045,4,8216,8192,16408,134881,130701,334,630,442.0,87.0,91849,87759,179608,905702,SKYPE
33,32,65,65,720,688,1408,2751,2375,334,739,377.0,22.0,909,524,1433,24542,TOR
717,1092,1809,1809,22944,45124,68068,2553322,83164,346,7506,1737.0,1385.0,2506000,912,2506912,3143006,SCP
22,22,44,44,704,704,1408,2044,4524,346,1794,429.0,83.0,592,3072,3664,18888,SSH
674,1058,1732,1732,21568,41832,63400,2556212,78764,346,7506,1801.0,1450.0,2511728,960,2512688,3119936,SCP
17,18,35,35,544,576,1120,1682,2100,346,506,388.0,42.0,560,912,1472,13582,SSH
1093,1091,2184,49,9032,9028,18060,157407,135826,334,536,446.0,91.0,111213,89572,200785,975025,SKYPE
45,46,91,89,1456,1488,2944,5330,7316,346,1042,418.0,72.0,2344,4264,6608,38126,SSH
428,365,793,774,8816,8656,17472,240007,30829,334,1814,637.0,284.0,216639,8858,225497,505932,SSLp2p
33,33,66,65,1064,1064,2128,3638,6222,346,1626,429.0,83.0,1452,4036,5488,28340,SSH
34,34,68,67,1096,1096,2192,3752,6792,346,1794,435.0,88.0,1500,4540,6040,29584,SSH
223,200,423,411,5132,4832,9964,120470,21440,334,1814,631.0,276.0,107756,9232,116988,267166,SSLp2p
36,35,71,70,1160,1128,2288,3932,5610,346,1042,414.0,68.0,1548,3292,4840,29422,SSH
423,357,780,759,8932,8324,17256,233564,28189,334,1766,632.0,278.0,210250,6815,217065,493337,SSLp2p
33,33,66,65,1064,1064,2128,3622,5038,346,1042,411.0,64.0,1436,2852,4288,27140,SSH
37,40,77,77,740,800,1540,3948,2858,334,890,390.0,32.0,1950,585,2535,30030,TOR
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
1051,1048,2099,31,8624,8576,17200,158752,140916,334,1713,455.0,100.0,114374,96636,211010,955996,SKYPE
267,263,530,524,7656,7440,15096,26795,28395,334,1782,399.0,41.0,10061,11766,21827,211558,TOR
20,23,43,42,492,580,1072,3032,1976,334,818,415.0,56.0,1860,572,2432,17880,TOR
42,44,86,84,1360,1424,2784,4972,7216,346,1042,421.0,75.0,2184,4296,6480,36268,SSH
22,29,51,50,452,592,1044,2635,4773,334,1164,444.0,89.0,1435,3154,4589,22648,TOR
607,447,1054,1024,12776,9908,22684,393954,37064,334,1814,706.0,351.0,360540,10104,370644,744730,SSLp2p
47,48,95,93,1520,1552,3072,5510,7400,346,1042,415.0,69.0,2392,4216,6608,39510,SSH
29,29,58,58,928,928,1856,2650,12442,346,1794,540.0,194.0,736,10528,11264,31332,SSH
251,698,949,947,5044,13984,19028,17867,1015869,334,1782,1369.0,1035.0,4289,978129,982418,1299456,SSLWEB
1056,1048,2104,37,8700,8612,17312,138248,152485,334,915,450.0,95.0,93584,108161,201745,947757,SKYPE
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
463,397,860,843,9848,9376,19224,300540,34348,334,1814,688.0,331.0,274950,10481,285431,591720,SSLp2p
18,19,37,37,576,608,1184,1716,3926,346,1418,432.0,86.0,528,2672,3200,16002,SSH
1064,1056,2120,23,8680,8568,17248,157926,131657,334,1505,448.0,94.0,113070,87128,200198,951503,SKYPE
268,221,489,477,5588,4844,10432,126403,17661,334,1718,591.0,238.0,111703,4691,116394,289048,SSLp2p
24,27,51,50,504,552,1056,3176,2278,334,813,407.0,51.0,1856,753,2609,20790,TOR
39,39,78,77,1256,1256,2512,4114,14466,346,1794,518.0,172.0,1532,11884,13416,40420,SSH
1080,1074,2154,27,8820,8736,17556,151180,143948,334,1647,449.0,94.0,105640,98632,204272,969256,SKYPE
637,1029,1666,1666,20384,39864,60248,2562362,75762,346,7506,1863.0,1513.0,2520320,912,2521232,3104604,SCP
1075,753,1828,1813,21756,17896,39652,788305,56809,334,1814,760.0,405.0,729999,10760,740759,1390842,SSLp2p
908,1465,2373,2373,36116,46880,82996,67756,2178818,346,1778,1226.0,877.0,768,2082128,2082896,2911014,SCP
22,25,47,46,464,512,976,3194,2659,334,901,424.0,68.0,1982,1242,3224,19973,TOR
10,11,21,21,212,220,432,1352,1046,334,739,415.0,58.0,800,420,1220,8726,TOR
562,477,1039,1015,11728,11060,22788,381044,36324,334,1814,700.0,344.0,350208,7740,357948,727904,SSLp2p
33,34,67,66,1064,1096,2160,3686,5072,346,1042,410.0,64.0,1500,2820,4320,27518,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
1037,1035,2072,30,8476,8460,16936,147145,133829,334,1648,448.0,93.0,103411,90118,193529,929198,SKYPE
255,234,489,468,6324,6316,12640,153019,21137,334,1802,651.0,295.0,138025,6304,144329,318340,SSLp2p
30,30,60,60,960,960,1920,2716,12620,346,1794,535.0,189.0,736,10640,11376,32136,SSH
23,23,46,46,736,736,1472,2270,2798,346,554,390.0,44.0,752,1280,2032,17948,SSH
45,48,93,91,1456,1552,3008,5330,7264,346,1042,415.0,69.0,2344,4080,6424,38634,SSH
1058,1053,2111,25,8620,8568,17188,124083,132859,334,501,434.0,79.0,79491,88423,167914,917366,SKYPE
473,457,930,891,10320,10412,20732,214177,46644,334,1814,576.0,222.0,187775,19600,207375,536229,SSLp2p
24,24,48,48,768,768,1536,2320,2976,346,554,390.0,44.0,736,1392,2128,18736,SSH
34,34,68,67,1096,1096,2192,3672,9680,346,1794,476.0,130.0,1420,7428,8848,32392,SSH
76,85,161,159,1720,1928,3648,6508,6572,334,821,377.0,23.0,2204,1563,3767,60784,TOR
24,24,48,48,768,768,1536,2320,4480,346,1418,421.0,75.0,736,2896,3632,20240,SSH
35,42,77,76,884,1064,1948,3487,3624,334,817,390.0,32.0,1413,1067,2480,30047,TOR
509,647,1156,1121,11380,13960,25340,110262,392765,334,1814,732.0,378.0,81576,355929,437505,846195,SSLp2p
1042,1036,2078,30,8552,8444,16996,154225,133067,334,1505,450.0,96.0,110245,89336,199581,936332,SKYPE
955,1510,2465,2465,39404,48320,87724,72642,2253388,346,1778,1223.0,874.0,768,2153728,2154496,3016230,SCP
28,28,56,56,896,896,1792,2536,12264,346,1794,544.0,198.0,688,10416,11104,30480,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
21,21,42,42,672,672,1344,1994,2682,346,554,391.0,45.0,608,1296,1904,16436,SSH
36,36,72,71,1160,1160,2320,3964,6980,346,1794,432.0,85.0,1580,4596,6176,31104,SSH
10,11,21,21,200,220,420,1790,1046,334,818,437.0,79.0,1250,423,1673,9196,TOR
22,20,42,42,440,400,840,3930,2140,334,1033,442.0,89.0,2742,1004,3746,18566,TOR
941,673,1614,1594,19388,15964,35352,657301,49273,334,1814,736.0,380.0,605919,8112,614031,1188030,SSLp2p
21,21,42,42,672,672,1344,1994,3818,346,554,418.0,72.0,608,2432,3040,17572,SSH
36,36,72,71,1160,1160,2320,3948,5156,346,1042,406.0,60.0,1564,2772,4336,29264,SSH
504,358,862,843,10452,7940,18392,326833,30208,334,1814,712.0,357.0,299245,8698,307943,614049,SSLp2p
36,38,74,73,1160,1224,2384,3948,6672,346,1626,423.0,77.0,1564,4156,5720,31340,SSH
333,302,635,615,7040,7164,14204,177796,23994,334,1766,613.0,260.0,159434,5878,165312,389606,SSLp2p
34,35,69,68,1096,1128,2224,3656,7874,346,1794,447.0,100.0,1404,5556,6960,30850,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
1085,1078,2163,21,8812,8744,17556,133627,158444,334,630,447.0,92.0,87925,112992,200917,968847,SKYPE
509,456,965,936,10752,10208,20960,298208,43994,334,1814,653.0,297.0,270150,17046,287196,630418,SSLp2p
42,42,84,83,1352,1352,2704,4328,15048,346,1794,510.0,164.0,1548,12268,13816,42896,SSH
32,28,60,59,876,772,1648,3378,2358,334,818,390.0,33.0,1414,610,2024,23432,TOR
612,394,1006,987,12672,8700,21372,432841,29018,334,1814,758.0,402.0,399361,5169,404530,762579,SSLp2p
964,1508,2472,2472,39636,48256,87892,73228,2254688,346,1778,1221.0,872.0,816,2155160,2155976,3020076,SCP
24,25,49,49,768,800,1568,2112,11938,346,1794,566.0,220.0,528,10288,10816,27770,SSH
1043,1041,2084,32,8548,8520,17068,125816,144306,334,797,442.0,87.0,81806,100313,182119,921482,SKYPE
30,32,62,61,968,1032,2000,3360,4636,346,1042,408.0,62.0,1372,2516,3888,25356,SSH
1073,1069,2142,20,8752,8660,17412,153125,143930,334,1713,451.0,96.0,107891,98871,206762,966767,SKYPE
237,182,419,403,5016,3860,8876,138736,14765,334,1814,663.0,309.0,125662,3986,129648,277797,SSLp2p
1084,1079,2163,29,8876,8788,17664,138100,136060,334,1364,438.0,84.0,92368,90513,182881,949368,SKYPE
231,689,920,920,4620,13780,18400,14868,1019819,334,1782,1404.0,1070.0,2394,982613,985007,1292287,SSLWEB
1040,1036,2076,38,8584,8516,17100,120206,129223,334,915,432.0,77.0,76262,85406,161668,898805,SKYPE
513,475,988,962,10960,10848,21808,298377,40183,334,1814,641.0,285.0,269975,11961,281936,633536,SSLp2p
547,918,1465,1458,12884,19920,32804,53325,1031247,334,1782,1024.0,683.0,21843,979747,1001590,1500724,TOR
705,1089,1794,1794,22560,44724,67284,2556826,82662,346,7506,1751.0,1399.0,2510296,912,2511208,3141808,SCP
1072,1070,2142,24,8732,8692,17424,149535,140174,334,514,447.0,93.0,104355,95042,199397,958941,SKYPE
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
